Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status category,Status category changed
Review: Prevent self-review of own annotations,SCRUM-86,10114,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:33 PM,22/Sep/26 12:31 AM,22/Sep/26 12:31 AM,,,0,"{noformat}Related to user story D1

ONLY BACKEND

Issue 7 (Critical) is partly fixed: review actions (review_actions.py, submit_task_item_review_action) and approve_draft (drafts.py) already call assert_not_self_approval. Two paths still let a person decide on their own work:
- route_escalation — escalating an item you annotated yourself;
- decide_escalation — deciding a dispute on your own item, including as an administrator.

# Refuse escalating, or deciding a dispute on, an item whose annotation you authored — with an explanation that names the reason, not a bare 403.
# The same rule applies to administrators: there is no override (see api_surfaces.md, ""no administrator or reviewer override"").
# Only users holding the required capability can act at all: DISPUTE to escalate, ADJUDICATE to decide.
# A test for each path fails on the old behaviour and passes now.

Merge this in the first two days of W8: SCRUM-99 (E3, Hanchen) rewrites decide_escalation on top of it.
The D2 ticket (same file, review_actions.py) lands after this one or in the same PR.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:vy,"W8 Route work, record decision",,1.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,20/Sep/26 6:33 PM
Task lifecycle: Create annotation and judgement tasks with a result shape,SCRUM-85,10113,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:31 PM,22/Sep/26 12:58 AM,22/Sep/26 12:57 AM,,,0,"{noformat}Related to user story B3

The client's two task categories need different work surfaces and different
result shapes. Task creation exists; the annotation-versus-judgement
distinction and the result shape do not.

I can create a task under a project, choosing annotation or judgement and the task type.

The task records what a finished result should look like — labels for annotation, verdict plus reasoning for judgement.

Text tasks work end to end; image and video tasks can be created without breaking, but are not committed demo paths this phase.

The real work here is label_schema_ref: today it's a string pointer nothing reads, and it has to resolve to an actual result shape. Borrow the MVP's SchemaMerger idea but map fields explicitly rather than asking a model to infer them. Blocks SCRUM-24 (B4, lifecycle transitions) from being meaningful.{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hz:,,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",To Do,07/Sep/26 11:31 PM
Schema: Replace hardcoded credentials,SCRUM-84,10112,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 4:27 PM,16/Sep/26 1:20 AM,,13/Sep/26 9:43 PM,,0,"A4

# No live credential is readable in the source code.
# Credentials are supplied per environment and can be rotated without a code change.
# The exposed key is rotated at the provider, not merely removed from the code.

*Issue 1* (live API key hardcoded in committed source) — this story's first criterion removes it, and the rotation criterion covers the part a code fix alone can't: the key is already public in every existing clone. Depends on *A3*, since configuration must actually load before a key can be supplied any other way.",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i00026:r,W6 Governance & data-integrity,,,,,,10111,SCRUM-83,Trustworthy Foundations,Done,13/Sep/26 9:43 PM
Trustworthy Foundations,SCRUM-83,10111,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 4:25 PM,07/Sep/26 4:25 PM,,,,0,,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},grey,0|i000hj:,,,,,,,,,,To Do,07/Sep/26 4:25 PM
Schema: Restore existing testcases,SCRUM-82,10110,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 1:16 PM,16/Sep/26 1:20 AM,,07/Sep/26 4:25 PM,,0,"A2

# The web application's checks and test suite pass cleanly, so a broken change is caught before merge rather than after.
# Tests that claim to check something actually check it — a test named for image-annotation loading must fail if that loading breaks.
# Test setup does not imply behaviour the platform doesn't have

*Issues 12 & 13* (frontend fails typecheck; test suite failing) — this story's definition of done is a green frontend build and suite, so both are resolved by the work itself rather than tracked separately.
*Issue 25* (a frontend test passes even when the behaviour it names is broken) — replacing the placeholder assertion with a real one is exactly what “tests genuinely pass” requires here.
*Issue 26* (misleading mock setup in a backend test) — removed while making the suite trustworthy, so a future reader isn't misled about what the code does.",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i00026:i,W6 Governance & data-integrity,,,,,,10111,SCRUM-83,Trustworthy Foundations,Done,07/Sep/26 4:25 PM
Schema: Fix db setup issues,SCRUM-81,10109,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 1:13 PM,16/Sep/26 1:20 AM,,13/Sep/26 9:43 PM,,0,"A3

# Following the documented setup steps produces a running platform with the seeded Admin, Reviewer and Annotator accounts.
# Resetting the demo data works repeatedly, including against an already-seeded database.
# Configuration supplied by a team member (ports, keys, environment) is actually picked up by the platform.
# A setup failure reports what went wrong instead of failing silently or crashing while reporting.

*Issue 24* (init_data.py --reset broken two ways) — the story requires reset to work repeatedly on a stock Windows terminal, which closes both the console-encoding crash and the foreign-key failure that currently leaves the database half-dropped.
*Issue 23* (.env config silently ignored) — “configuration is actually picked up” is the acceptance criterion, so the wrong-prefix and never-read-the-file defects both have to go for this story to pass.",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i00026:,W6 Governance & data-integrity,,,,,,10111,SCRUM-83,Trustworthy Foundations,Done,13/Sep/26 9:43 PM
Evaluation Harness and Casebook,SCRUM-80,10108,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 3:07 AM,07/Sep/26 11:52 PM,,,,0,,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},dark_yellow,0|i000gv:,,,,,,,,,,To Do,07/Sep/26 3:07 AM
Evaluation8: Findings record including negative results,SCRUM-75,10103,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:06 AM,22/Sep/26 12:58 AM,22/Sep/26 12:58 AM,,,0,"{noformat}Negative findings tell the client more about the platform's real limits than a list of features that worked, and the brief states plainly that they carry equal weight. Depends on EV2, EV4.

Subtasks

Record the findings, including what failed and why — negative results reported rather than dropped.

Trace each finding to a specific case so a reader can re-run it.

Report negative results rather than filtering them out.

Feed the technical report and the what-did-not-work record from this.

Story I5 — I can prove the platform's records hold up
Issues none{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hy:i,,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:06 AM
"Evaluation7: Integrity checks on provenance, roles and releases",SCRUM-74,10102,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:06 AM,18/Sep/26 7:47 PM,,,,0,"Integrity claimed is not integrity demonstrated. These are the checks that let someone outside the team verify a release rather than take it on trust. Depends on EV2, F1, H2.

*Subtasks*

# Check that every released item has complete provenance.
# Check that governed actions were performed by users holding the right role.
# Reconstruct a release from its manifest and compare it against the original.
# Fail the check loudly rather than warning, so an integrity gap cannot pass unnoticed.

Story *I5* — I can prove the platform's records hold up
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hy:,,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:06 AM
"Evaluation6: Measure AI influence on human judgement, with blind-then-reveal",SCRUM-73,10101,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:05 AM,22/Sep/26 1:37 AM,22/Sep/26 1:37 AM,,,0,"The client's actual question — not whether assistance feels faster, but what it does to the answers people give. Impossible while the suggestion and the decision are collapsed into one value. Depends on EV2, F3, C4.

*Subtasks*

# Report accept, modify and override rates per task.
# Report time per item alongside them.
# Compare results across the execution modes from C4.
# Report how often a confidently wrong suggestion was accepted.
# Impossible unless suggestion and decision stay separate — depends on F3.

Story *I4* — I can see what AI assistance does to human judgement
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hx:,,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:05 AM
Evaluation5: Reviewer agreement and AI suggestion quality,SCRUM-72,10100,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:04 AM,18/Sep/26 7:47 PM,,,,0,"Raw percentage match flatters any task where one answer dominates. Report a real coefficient, and report whether the assistant's stated confidence tracks whether it was actually right. Depends on EV2, D7.

*Subtasks*

# Report agreement with an established coefficient rather than raw percentage match.
# Report per task and comparably across tasks.
# Report AI suggestion quality and confidence calibration alongside human agreement.
# Measure against the gold annotations in the fixture sets.
# Depends on D7's cross-validation routing.

Story *I3* — I can tell whether reviewers actually agree
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hv:,,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:04 AM
Evaluation4: Grow the casebook to 40–60 cases,SCRUM-71,10099,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:04 AM,18/Sep/26 7:47 PM,,,,0,"A standing commitment from the week it lands, not a block of work at the end. Assembling the casebook in the final fortnight is the failure the brief warns about by name. Depends on EV3.

*Subtasks*

# Grow toward the 40–60 cases the brief specifies, each ticket contributing the cases for its own surface as it lands.
# Map each workflow surface to the cases it owes.
# Add “lands its own cases” to the definition of done for every feature ticket.
# Backfill cases for the surfaces already built.
# Review the count against the 40–60 target at the weekly meeting.

Story *I2* — The platform is tested against cases designed to break it
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000hr:,,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:04 AM
Evaluation3: Casebook structure and the adversarial categories,SCRUM-70,10098,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:03 AM,18/Sep/26 7:46 PM,,,,0,"The seven categories the brief names, written as real cases against the gold fixture datasets. A system demonstrated on easy items proves nothing about the ones that matter. Depends on EV1.

*Subtasks*

# Write the adversarial categories the brief names, starting with a confidently wrong AI suggestion.
# Cover a genuinely ambiguous item, and reviewers who disagree with no guideline resolution.
# Cover a guideline changed after annotation, and an item with missing provenance.
# Cover an unreviewed item reaching a proposed release, and a release containing a superseded item.
# Use the gold fixtures in labeling_ai_assistnat_mvp/app/data/text/ — four 200-item sets with ground truth, already shaped in hej's own vocabulary.
# Define the case template — inputs, steps, expected outcome, category.

Story *I2* — The platform is tested against cases designed to break it
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:wn,Mid-semester Break,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:03 AM
Evaluation2: Repeatable runs and regression reporting,SCRUM-69,10097,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:03 AM,18/Sep/26 7:46 PM,,,,0,"A run that cannot be repeated proves nothing, and a result nobody can compare hides regressions rather than revealing them. Depends on EV1, A3.

*Subtasks*

# Keep results comparable across runs so a regression is visible.
# Reset to a clean seeded database between runs — depends on A3.
# Script the mock assistant's responses so a scenario has one correct outcome.
# Emit a machine-readable result per case alongside the human summary.
# Give each case a stable id and diff a run against the previous one.

Story *I1* — I can re-run the whole workflow against known cases
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:wk,Mid-semester Break,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,07/Sep/26 12:03 AM
Evaluation1: Scenario harness that drives the workflow end to end,SCRUM-68,10096,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 12:02 AM,26/Sep/26 2:12 PM,23/Sep/26 7:08 PM,,,0,"Testing individual pieces says nothing about whether the workflow holds together. This is the runner and the step vocabulary it executes — project, policy, task, items, AI pass, annotate, review, dispute, adjudicate, release.

*Subtasks*

# Build a harness that drives a scenario end to end without manual clicking.
# Cover annotation, review, cross-validation, dispute and final judgement in a single run.
# State the expected outcome per scenario and report pass or fail.
# Define the scenario file format — named steps plus the outcome each one expects.
# Have steps act as distinct seeded users, so role separation is exercised rather than bypassed.
# Prove the loop with one trivial scenario before any real cases are written.

Story *I1* — I can re-run the whole workflow against known cases
Issues none",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:wd,Mid-semester Break,,,,,,10108,SCRUM-80,Evaluation Harness and Casebook,To Do,13/Sep/26 12:26 AM
Port the MVP's four text tasks behind the interface,SCRUM-56,10084,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,06/Sep/26 11:30 PM,14/Sep/26 1:38 PM,,14/Sep/26 1:38 PM,,0,,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0009j:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,14/Sep/26 1:38 PM
Replace the Gemini call with an OpenAI-compatible client,SCRUM-55,10083,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,06/Sep/26 11:30 PM,14/Sep/26 1:38 PM,,14/Sep/26 1:38 PM,,0,,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0009b:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,14/Sep/26 1:38 PM
Define the AnnotationAssistant interface,SCRUM-54,10082,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,06/Sep/26 11:29 PM,14/Sep/26 1:38 PM,,14/Sep/26 1:38 PM,,0,,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i00093:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,14/Sep/26 1:38 PM
"Provenance: Version guidelines, sources and review policies",SCRUM-53,10081,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 10:06 PM,22/Sep/26 1:38 AM,22/Sep/26 1:38 AM,,,0,"Related to user story F2

Create immutable guideline versions and attach the effective guideline/source version to AI, annotation and review records",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c6:r,,,,,,,10044,SCRUM-16,Provenance & Audit History,To Do,06/Sep/26 10:06 PM
Dispute: Adjudicator queue and authorization,SCRUM-52,10080,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 10:05 PM,24/Sep/26 4:43 PM,23/Sep/26 6:42 PM,,,0,"Related to user story D8, E3, E6, G1

Show the adjudication queue filtered by role, open real cases and allow an authorized decision",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:wb,Mid-semester Break,,2.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,06/Sep/26 10:05 PM
Review: Independent second reviewer,SCRUM-51,10079,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 10:03 PM,22/Sep/26 12:31 AM,25/Sep/26 8:58 PM,,,0,"{noformat}Related to user story D7 and E1

ONLY BACKEND

This ticket runs over two weeks. Its W8 slice needs neither D8's queues nor B2's percentage, and W9's sampling builds on it, so the slice must finish in W8.

W8 — first slice (1.5 points):
# A second reviewer cannot see the first reviewer's decision until their own is submitted.
# Two distinct reviewers' verdicts on the same item are compared, and disagreement between them is flagged.
# The blind review and the disagreement flag follow B2's approvals and disagreement rule, read through SCRUM-50's resolve_for_task — not from the policy tables directly.

W9 — second slice:
# Sample items by the cross-review percentage set in B2 and place them in a second-review queue that excludes the first reviewer, on SCRUM-48's queue model.
# E1's automatic dispute (SCRUM-101) opens from the flag above.

Verdicts come from ReviewDB.verdict (PR #17).
{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:vxi,"W8 Route work, record decision",,1.5,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,20/Sep/26 6:33 PM
Policy: Resolve project policy into executable task rules,SCRUM-50,10078,Task,In Review,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 10:01 PM,26/Sep/26 1:54 AM,25/Sep/26 8:54 PM,,,0,"Related to user story B2 and G2

Rescoped 2026-09-20: this ticket is the policy source, not the four enforcements.
The original description read as though it owned approval count, cross-review
percentage, disagreement handling and escalation posture. Three of those are other
tickets, two already in progress.

In scope:

# Project policy becomes a third input to task policy resolution, with precedence
organisation -> project -> task. Today PolicyResolver.resolve_task_policy() takes
only the task and the organisation policy, so a configured project policy cannot
reach the workflow at all.
# cross_review_percentage, disagreement_handling and governance_model are exposed
on ResolvedPolicy. Consumers call resolve_for_task(db, task) and never read the
project_policies table, so precedence has one implementation.
# review_required_approvals is sourced from project policy instead of the
code-defined policy bundle default. This ticket enforces that value itself.
# The effective-policy display labels each value enforced or recorded, per value.
Scrum 20 shipped an honest wholesale ""recorded, not enforced"" statement; as
consumers land one at a time that has to become per-value or it starts lying.

Not this ticket:

* cross-review sampling and blinding the first decision — SCRUM-51
* automatic disagreement detection — SCRUM-51 / SCRUM-57, overlap to resolve
* escalation posture enforcement — SCRUM-60
* task completion and export gates — SCRUM-43 owns that rule this sprint
* one canonical annotation per item — SCRUM-27

Known limitation: approval counts above 2 have undefined behaviour on
multi-annotator items, because both annotations carry is_latest=True and approvals
accumulate per annotation_id. Counts of 1 and 2 match today's dual sign-off exactly.
Pinned as a test referencing SCRUM-27 rather than fixed here.

Collab with project admin: whether a task override may weaken project policy below
its floor; whether required-annotators (SCRUM-48) and required-approvals are one
concept or two; and unblocking SCRUM-27's client decision, which SCRUM-37 and the
provenance line also wait on.

The ResolvedPolicy contract must be agreed with Parth before SCRUM-51 lands in W8.",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:vx4,"W8 Route work, record decision",,1.5,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",In Progress,26/Sep/26 1:54 AM
"Review: Execute accept, adjust, reject and dispute transitions",SCRUM-49,10077,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 9:58 PM,16/Sep/26 1:21 AM,25/Sep/26 11:58 PM,,,0,"Related to user story C5, D3, E1

Connect the Review page and API; persist each action; move the item to the correct next state; return the next item to review",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c6:q,,,,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,06/Sep/26 9:58 PM
"Work queues: role-checked queues, annotator count and submission limit (API)",SCRUM-48,10076,Task,In Review,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Kanishka Kathait,712020:53d02d47-8757-44b7-a5a5-b57a63b98fbe,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 9:57 PM,25/Sep/26 7:23 PM,26/Sep/26 5:55 PM,,,0,"{noformat}Related to user story D8

ONLY BACKEND

Rescoped 2026-09-17: there is no assignment. A task owner does not hand items to named
annotator accounts, so this ticket has no assignee field, no individual or bulk assignment
endpoints, and no reassignment. Work is self-served from role-checked queues.

# Queue endpoints return what the caller may actually take, by role: annotation work, review work, adjudication work.
# A task carries a required-annotators count, chosen at creation.

# A submission is refused once the item already has as many human submissions as its task requires. The AI's annotation is not counted and is never refused by this limit (client answer, 2026-09-21: an AI first pass is separate from the human annotator count). Drafts are not capped — anyone may start one, and each person sees only their own.
# An annotator cannot read other annotators' submissions on the item before submitting their own — enforced in the API, not only on the screen. The count (2 of 3) may be shown; the answers may not.

# A full item is no longer offered in the annotate queue, and a finished item is never offered at all (use is_task_item_export_eligible() from SCRUM-43, PR #26 — the same rule task completion and export use).

# The queues carry independence: a reviewer is never offered an item they annotated themselves, and a second review is never offered to the first reviewer.
# Taking and submitting an item are recorded against the person in the item's history, even though nobody handed it to them.

The submission limit belongs in DraftService.submit_draft, where SCRUM-28 and SCRUM-26 are
also adding refusals this week. Agree the order and the merge sequence with Hanchen before
either lands.

Independence is a condition in the queue query, not a property of an assignee, because there
is no assignee. D7 (SCRUM-51) samples into that same query in W9, so agree its shape with Parth.

No open defects catalogued, because the concept is absent rather than broken: there is no queue
of any kind, so an annotator has no way to find work except by scrolling the item list.{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001a:i,W7 Lock down review data,,4.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",In Progress,14/Sep/26 9:51 PM
Annotation: Connect the existing text annotation page to live APIs,SCRUM-47,10075,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 9:56 PM,14/Sep/26 1:47 PM,,14/Sep/26 1:47 PM,,0,"Load source text and AI result, create/update draft, save progress and submit the item for review without mock data",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000ef:,,,,,,,10041,SCRUM-13,Annotation & Human Judgement,Done,14/Sep/26 1:47 PM
